# # alphas_L2,errors_L2,lambdas_L2,errors_L1,lambdas_L1,errors_Huber,lambdas_Huber,huber_params,errors_BO
15.9025820530,0.2517169422,0.0000000001,0.1878307240,0.0000000001,0.1592012803,0.0000000001,0.9347059103,0.1421442749
16.0251905451,0.2503973003,0.0000000001,0.1864592964,0.0000000001,0.1581066469,0.0000000001,0.9329728351,0.1410889256
16.1487443455,0.2490890931,0.0000000001,0.1851002488,0.0000000001,0.1570217862,0.0000000001,0.9312360387,0.1400408478
16.2732507424,0.2477922108,0.0000000001,0.1837534543,0.0000000001,0.1559465972,0.0000000001,0.9294951932,0.1390000043
16.3987170804,0.2465065445,0.0000000001,0.1824187876,0.0000000001,0.1548809805,0.0000000001,0.9277505437,0.1379663580
16.5251507606,0.2452319869,0.0000000001,0.1810961249,0.0000000001,0.1538248376,0.0000000001,0.9260019580,0.1369398713
16.6525592411,0.2439684318,0.0000000001,0.1797853438,0.0000000001,0.1527780714,0.0000000001,0.9242495258,0.1359205068
16.7809500377,0.2427157740,0.0000000001,0.1784863237,0.0000000001,0.1517405860,0.0000000001,0.9224931824,0.1349082270
16.9103307240,0.2414739097,0.0000000001,0.1771989449,0.0000000001,0.1507122865,0.0000000001,0.9207329679,0.1339029942
17.0407089320,0.2402427362,0.0000000001,0.1759230897,0.0000000001,0.1496930793,0.0000000001,0.9189690382,0.1329047707
17.1720923526,0.2390221517,0.0000000001,0.1746586415,0.0000000001,0.1486828718,0.0000000001,0.9172010822,0.1319135188
17.3044887359,0.2378120559,0.0000000001,0.1734054852,0.0000000001,0.1476815726,0.0000000001,0.9154293767,0.1309292007
17.4379058919,0.2366123493,0.0000000001,0.1721635069,0.0000000001,0.1466890914,0.0000000001,0.9136538256,0.1299517785
17.5723516907,0.2354229336,0.0000000001,0.1709325944,0.0000000001,0.1457053389,0.0000000001,0.9118743991,0.1289812144
17.7078340630,0.2342437117,0.0000000001,0.1697126365,0.0000000001,0.1447302270,0.0000000001,0.9100911769,0.1280174704
17.8443610009,0.2330745874,0.0000000001,0.1685035234,0.0000000001,0.1437636684,0.0000000001,0.9083041512,0.1270605085
17.9819405580,0.2319154655,0.0000000001,0.1673051467,0.0000000001,0.1428055772,0.0000000001,0.9065134015,0.1261102909
18.1205808498,0.2307662521,0.0000000001,0.1661173993,0.0000000001,0.1418558683,0.0000000001,0.9047187475,0.1251667794
18.2602900546,0.2296268540,0.0000000001,0.1649401752,0.0000000001,0.1409144575,0.0000000001,0.9029203123,0.1242299363
18.4010764138,0.2284971793,0.0000000001,0.1637733697,0.0000000001,0.1399812618,0.0000000001,0.9011182407,0.1232997233
18.5429482321,0.2273771368,0.0000000001,0.1626168794,0.0000000001,0.1390561992,0.0000000001,0.8993123751,0.1223761027
18.6859138784,0.2262666366,0.0000000001,0.1614706020,0.0000000001,0.1381391885,0.0000000001,0.8975027312,0.1214590364
18.8299817862,0.2251655896,0.0000000001,0.1603344365,0.0000000001,0.1372301495,0.0000000001,0.8956895177,0.1205484864
18.9751604537,0.2240739075,0.0000000001,0.1592082830,0.0000000001,0.1363290030,0.0000000001,0.8938724717,0.1196444149
19.1214584450,0.2229915033,0.0000000001,0.1580920428,0.0000000001,0.1354356707,0.0000000001,0.8920516529,0.1187467838
19.2688843899,0.2219182906,0.0000000001,0.1569856183,0.0000000001,0.1345500751,0.0000000001,0.8902272694,0.1178555554
19.4174469851,0.2208541842,0.0000000001,0.1558889130,0.0000000001,0.1336721399,0.0000000001,0.8883992043,0.1169706919
19.5671549939,0.2197990996,0.0000000001,0.1548018317,0.0000000001,0.1328017892,0.0000000001,0.8865675486,0.1160921553
19.7180172476,0.2187529533,0.0000000001,0.1537242799,0.0000000001,0.1319389486,0.0000000001,0.8847321444,0.1152199080
19.8700426454,0.2177156626,0.0000000001,0.1526561647,0.0000000001,0.1310835439,0.0000000001,0.8828931149,0.1143539122
20.0232401549,0.2166871458,0.0000000001,0.1515973938,0.0000000001,0.1302355024,0.0000000001,0.8810505825,0.1134941304
20.1776188133,0.2156673221,0.0000000001,0.1505478763,0.0000000001,0.1293947516,0.0000000001,0.8792044175,0.1126405249
20.3331877271,0.2146561112,0.0000000001,0.1495075220,0.0000000001,0.1285612204,0.0000000001,0.8773546585,0.1117930582
20.4899560732,0.2136534342,0.0000000001,0.1484762421,0.0000000001,0.1277348381,0.0000000001,0.8755014282,0.1109516929
20.6479330991,0.2126592124,0.0000000001,0.1474539485,0.0000000001,0.1269155351,0.0000000001,0.8736445144,0.1101163915
20.8071281237,0.2116733685,0.0000000001,0.1464405542,0.0000000001,0.1261032424,0.0000000001,0.8717842073,0.1092871168
20.9675505378,0.2106958257,0.0000000001,0.1454359732,0.0000000001,0.1252978918,0.0000000001,0.8699203435,0.1084638316
21.1292098046,0.2097265081,0.0000000001,0.1444401204,0.0000000001,0.1244994160,0.0000000001,0.8680530274,0.1076464986
21.2921154601,0.2087653404,0.0000000001,0.1434529119,0.0000000001,0.1237077484,0.0000000001,0.8661822749,0.1068350810
21.4562771139,0.2078122484,0.0000000001,0.1424742644,0.0000000001,0.1229228231,0.0000000001,0.8643079298,0.1060295416
21.6217044498,0.2068671584,0.0000000001,0.1415040956,0.0000000001,0.1221445749,0.0000000001,0.8624302876,0.1052298436
21.7884072261,0.2059299976,0.0000000001,0.1405423244,0.0000000001,0.1213729396,0.0000000001,0.8605491168,0.1044359502
21.9563952764,0.2050006940,0.0000000001,0.1395888703,0.0000000001,0.1206078534,0.0000000001,0.8586648271,0.1036478248
22.1256785103,0.2040791762,0.0000000001,0.1386436538,0.0000000001,0.1198492534,0.0000000001,0.8567768841,0.1028654308
22.2962669134,0.2031653735,0.0000000001,0.1377065962,0.0000000001,0.1190970774,0.0000000001,0.8548858098,0.1020887317
22.4681705487,0.2022592162,0.0000000001,0.1367776199,0.0000000001,0.1183512638,0.0000000001,0.8529912560,0.1013176912
22.6413995566,0.2013606351,0.0000000001,0.1358566479,0.0000000001,0.1176117517,0.0000000001,0.8510934194,0.1005522730
22.8159641555,0.2004695618,0.0000000001,0.1349436041,0.0000000001,0.1168784811,0.0000000001,0.8491923356,0.0997924410
22.9918746429,0.1995859284,0.0000000001,0.1340384134,0.0000000001,0.1161513922,0.0000000001,0.8472880591,0.0990381592
23.1691413956,0.1987096680,0.0000000001,0.1331410013,0.0000000001,0.1154304264,0.0000000001,0.8453804069,0.0982893917
23.3477748704,0.1978407141,0.0000000001,0.1322512944,0.0000000001,0.1147155254,0.0000000001,0.8434696309,0.0975461027
23.5277856045,0.1969790011,0.0000000001,0.1313692197,0.0000000001,0.1140066317,0.0000000001,0.8415556074,0.0968082565
23.7091842168,0.1961244639,0.0000000001,0.1304947053,0.0000000001,0.1133036882,0.0000000001,0.8396385186,0.0960758178
23.8919814075,0.1952770382,0.0000000001,0.1296276801,0.0000000001,0.1126066388,0.0000000001,0.8377181626,0.0953487509
24.0761879599,0.1944366602,0.0000000001,0.1287680735,0.0000000001,0.1119154277,0.0000000001,0.8357947461,0.0946270208
24.2618147399,0.1936032669,0.0000000001,0.1279158159,0.0000000001,0.1112299998,0.0000000001,0.8338682085,0.0939105922
24.4488726976,0.1927767958,0.0000000001,0.1270708385,0.0000000001,0.1105503008,0.0000000001,0.8319386314,0.0931994302
24.6373728672,0.1919571851,0.0000000001,0.1262330730,0.0000000001,0.1098762766,0.0000000001,0.8300059523,0.0924934999
24.8273263682,0.1911443736,0.0000000001,0.1254024519,0.0000000001,0.1092078741,0.0000000001,0.8280702711,0.0917927667
25.0187444058,0.1903383008,0.0000000001,0.1245789087,0.0000000001,0.1085450404,0.0000000001,0.8261316136,0.0910971958
25.2116382714,0.1895389066,0.0000000001,0.1237623772,0.0000000001,0.1078877236,0.0000000001,0.8241898625,0.0904067530
25.4060193437,0.1887461317,0.0000000001,0.1229527922,0.0000000001,0.1072358719,0.0000000001,0.8222452769,0.0897214038
25.6018990889,0.1879599173,0.0000000001,0.1221500891,0.0000000001,0.1065894344,0.0000000001,0.8202975947,0.0890411142
25.7992890619,0.1871802052,0.0000000001,0.1213542040,0.0000000001,0.1059483606,0.0000000001,0.8183472507,0.0883658502
25.9982009064,0.1864069378,0.0000000001,0.1205650736,0.0000000001,0.1053126006,0.0000000001,0.8163938175,0.0876955779
26.1986463560,0.1856400580,0.0000000001,0.1197826354,0.0000000001,0.1046821050,0.0000000001,0.8144377271,0.0870302636
26.4006372349,0.1848795094,0.0000000001,0.1190068274,0.0000000001,0.1040568249,0.0000000001,0.8124785580,0.0863698738
26.6041854581,0.1841252360,0.0000000001,0.1182375885,0.0000000001,0.1034367120,0.0000000001,0.8105169378,0.0857143750
26.8093030328,0.1833771825,0.0000000001,0.1174748581,0.0000000001,0.1028217185,0.0000000001,0.8085522047,0.0850637340
27.0160020586,0.1826352940,0.0000000001,0.1167185761,0.0000000001,0.1022117970,0.0000000001,0.8065849857,0.0844179178
27.2242947285,0.1818995163,0.0000000001,0.1159686833,0.0000000001,0.1016069009,0.0000000001,0.8046148802,0.0837768934
27.4341933295,0.1811697955,0.0000000001,0.1152251209,0.0000000001,0.1010069836,0.0000000001,0.8026422191,0.0831406280
27.6457102432,0.1804460785,0.0000000001,0.1144878309,0.0000000001,0.1004119996,0.0000000001,0.8006667984,0.0825090889
27.8588579468,0.1797283125,0.0000000001,0.1137567557,0.0000000001,0.0998219033,0.0000000001,0.7986888328,0.0818822438
28.0736490136,0.1790164454,0.0000000001,0.1130318385,0.0000000001,0.0992366500,0.0000000001,0.7967082062,0.0812600604
28.2900961139,0.1783104255,0.0000000001,0.1123130229,0.0000000001,0.0986561953,0.0000000001,0.7947249759,0.0806425064
28.5082120157,0.1776102016,0.0000000001,0.1116002533,0.0000000001,0.0980804953,0.0000000001,0.7927391032,0.0800295499
28.7280095854,0.1769157230,0.0000000001,0.1108934745,0.0000000001,0.0975095064,0.0000000001,0.7907508868,0.0794211592
28.9495017886,0.1762269395,0.0000000001,0.1101926320,0.0000000001,0.0969431858,0.0000000001,0.7887601875,0.0788173024
29.1727016909,0.1755438015,0.0000000001,0.1094976717,0.0000000001,0.0963814909,0.0000000001,0.7867669705,0.0782179481
29.3976224587,0.1748662596,0.0000000001,0.1088085402,0.0000000001,0.0958243796,0.0000000001,0.7847713271,0.0776230651
29.6242773596,0.1741942652,0.0000000001,0.1081251846,0.0000000001,0.0952718102,0.0000000001,0.7827732054,0.0770326221
29.8526797640,0.1735277700,0.0000000001,0.1074475526,0.0000000001,0.0947237416,0.0000000001,0.7807728600,0.0764465881
30.0828431449,0.1728667262,0.0000000001,0.1067755923,0.0000000001,0.0941801328,0.0000000001,0.7787700274,0.0758649322
30.3147810794,0.1722110864,0.0000000001,0.1061092525,0.0000000001,0.0936409436,0.0000000001,0.7767649050,0.0752876239
30.5485072494,0.1715608037,0.0000000001,0.1054484823,0.0000000001,0.0931061339,0.0000000001,0.7747576855,0.0747146325
30.7840354421,0.1709158317,0.0000000001,0.1047932317,0.0000000001,0.0925756644,0.0000000001,0.7727479686,0.0741459278
31.0213795509,0.1702761244,0.0000000001,0.1041434507,0.0000000001,0.0920494957,0.0000000001,0.7707360217,0.0735814796
31.2605535766,0.1696416362,0.0000000001,0.1034990902,0.0000000001,0.0915275892,0.0000000001,0.7687220364,0.0730212578
31.5015716279,0.1690123220,0.0000000001,0.1028601014,0.0000000001,0.0910099066,0.0000000001,0.7667059643,0.0724652327
31.7444479219,0.1683881371,0.0000000001,0.1022264362,0.0000000001,0.0904964100,0.0000000001,0.7646875935,0.0719133745
31.9891967859,0.1677690373,0.0000000001,0.1015980468,0.0000000001,0.0899870617,0.0000000001,0.7626671980,0.0713656536
32.2358326572,0.1671549786,0.0000000001,0.1009748858,0.0000000001,0.0894818247,0.0000000001,0.7606447262,0.0708220409
32.4843700847,0.1665459177,0.0000000001,0.1003569066,0.0000000001,0.0889806621,0.0000000001,0.7586201869,0.0702825071
32.7348237292,0.1659418115,0.0000000001,0.0997440628,0.0000000001,0.0884835376,0.0000000001,0.7565937290,0.0697470231
32.9872083648,0.1653426174,0.0000000001,0.0991363085,0.0000000001,0.0879904151,0.0000000001,0.7545651802,0.0692155602
33.2415388793,0.1647482932,0.0000000001,0.0985335983,0.0000000001,0.0875012590,0.0000000001,0.7525347212,0.0686880897
33.4978302754,0.1641587971,0.0000000001,0.0979358874,0.0000000001,0.0870160340,0.0000000001,0.7505024864,0.0681645830
33.7560976715,0.1635740876,0.0000000001,0.0973431311,0.0000000001,0.0865347050,0.0000000001,0.7484681687,0.0676450118
34.0163563025,0.1629941238,0.0000000001,0.0967552855,0.0000000001,0.0860572376,0.0000000001,0.7464322116,0.0671293480
34.2786215207,0.1624188650,0.0000000001,0.0961723070,0.0000000001,0.0855835975,0.0000000001,0.7443943181,0.0666175635
34.5429087969,0.1618482710,0.0000000001,0.0955941523,0.0000000001,0.0851137507,0.0000000001,0.7423545761,0.0661096305
34.8092337211,0.1612823018,0.0000000001,0.0950207787,0.0000000001,0.0846476638,0.0000000001,0.7403133751,0.0656055214
35.0776120035,0.1607209179,0.0000000001,0.0944521439,0.0000000001,0.0841853036,0.0000000001,0.7382703513,0.0651052085
35.3480594755,0.1601640802,0.0000000001,0.0938882060,0.0000000001,0.0837266371,0.0000000001,0.7362255224,0.0646086646
35.6205920903,0.1596117500,0.0000000001,0.0933289235,0.0000000001,0.0832716318,0.0000000001,0.7341791296,0.0641158625
35.8952259246,0.1590638887,0.0000000001,0.0927742553,0.0000000001,0.0828202555,0.0000000001,0.7321310951,0.0636267752
36.1719771785,0.1585204584,0.0000000001,0.0922241607,0.0000000001,0.0823724762,0.0000000001,0.7300816781,0.0631413758
36.4508621773,0.1579814214,0.0000000001,0.0916785994,0.0000000001,0.0819282625,0.0000000001,0.7280304261,0.0626596377
36.7318973722,0.1574467402,0.0000000001,0.0911375316,0.0000000001,0.0814875830,0.0000000001,0.7259778197,0.0621815344
37.0150993411,0.1569163780,0.0000000001,0.0906009178,0.0000000001,0.0810504068,0.0000000001,0.7239237318,0.0617070394
37.3004847898,0.1563902979,0.0000000001,0.0900687187,0.0000000001,0.0806167032,0.0000000001,0.7218683102,0.0612361266
37.5880705529,0.1558684638,0.0000000001,0.0895408958,0.0000000001,0.0801864420,0.0000000001,0.7198112895,0.0607687701
37.8778735946,0.1553508395,0.0000000001,0.0890174107,0.0000000001,0.0797595929,0.0000000001,0.7177529569,0.0603049439
38.1699110103,0.1548373896,0.0000000001,0.0884982253,0.0000000001,0.0793361264,0.0000000001,0.7156933187,0.0598446223
38.4642000268,0.1543280785,0.0000000001,0.0879833021,0.0000000001,0.0789160130,0.0000000001,0.7136323600,0.0593877798
38.7607580039,0.1538228713,0.0000000001,0.0874726038,0.0000000001,0.0784992235,0.0000000001,0.7115700201,0.0589343911
39.0596024352,0.1533217334,0.0000000001,0.0869660936,0.0000000001,0.0780857290,0.0000000001,0.7095066484,0.0584844309
39.3607509494,0.1528246304,0.0000000001,0.0864637349,0.0000000001,0.0776755009,0.0000000001,0.7074419883,0.0580378742
39.6642213106,0.1523315282,0.0000000001,0.0859654915,0.0000000001,0.0772685110,0.0000000001,0.7053761448,0.0575946960
39.9700314205,0.1518423930,0.0000000001,0.0854713277,0.0000000001,0.0768647312,0.0000000001,0.7033092095,0.0571548718
40.2781993183,0.1513571916,0.0000000001,0.0849812078,0.0000000001,0.0764641338,0.0000000001,0.7012412170,0.0567183768
40.5887431826,0.1508758906,0.0000000001,0.0844950969,0.0000000001,0.0760666912,0.0000000001,0.6991720537,0.0562851868
40.9016813319,0.1503984574,0.0000000001,0.0840129601,0.0000000001,0.0756723763,0.0000000001,0.6971019610,0.0558552774
41.2170322262,0.1499248594,0.0000000001,0.0835347629,0.0000000001,0.0752811622,0.0000000001,0.6950308922,0.0554286246
41.5348144676,0.1494550643,0.0000000001,0.0830604711,0.0000000001,0.0748930220,0.0000000001,0.6929588104,0.0550052044
41.8550468018,0.1489890402,0.0000000001,0.0825900511,0.0000000001,0.0745079295,0.0000000001,0.6908858341,0.0545849930
42.1777481189,0.1485267556,0.0000000001,0.0821234692,0.0000000001,0.0741258585,0.0000000001,0.6888120750,0.0541679669
42.5029374548,0.1480681790,0.0000000001,0.0816606923,0.0000000001,0.0737467830,0.0000000001,0.6867373145,0.0537541026
42.8306339920,0.1476132793,0.0000000001,0.0812016876,0.0000000001,0.0733706773,0.0000000001,0.6846617958,0.0533433768
43.1608570608,0.1471620258,0.0000000001,0.0807464225,0.0000000001,0.0729975161,0.0000000001,0.6825855469,0.0529357663
43.4936261410,0.1467143880,0.0000000001,0.0802948648,0.0000000001,0.0726272742,0.0000000001,0.6805084826,0.0525312481
43.8289608620,0.1462703356,0.0000000001,0.0798469825,0.0000000001,0.0722599267,0.0000000001,0.6784307600,0.0521297994
44.1668810050,0.1458298386,0.0000000001,0.0794027440,0.0000000001,0.0718954489,0.0000000001,0.6763525866,0.0517313975
44.5074065034,0.1453928674,0.0000000001,0.0789621180,0.0000000001,0.0715338163,0.0000000001,0.6742734886,0.0513360199
44.8505574445,0.1449593926,0.0000000001,0.0785250735,0.0000000001,0.0711750047,0.0000000001,0.6721939059,0.0509436442
45.1963540704,0.1445293849,0.0000000001,0.0780915797,0.0000000001,0.0708189901,0.0000000001,0.6701137496,0.0505542480
45.5448167793,0.1441028154,0.0000000001,0.0776616061,0.0000000001,0.0704657489,0.0000000001,0.6680329967,0.0501678095
45.8959661266,0.1436796556,0.0000000001,0.0772351227,0.0000000001,0.0701152574,0.0000000001,0.6659519038,0.0497843065
46.2498228261,0.1432598770,0.0000000001,0.0768120995,0.0000000001,0.0697674924,0.0000000001,0.6638702360,0.0494037174
46.6064077516,0.1428434516,0.0000000001,0.0763925069,0.0000000001,0.0694224308,0.0000000001,0.6617882103,0.0490260205
46.9657419375,0.1424303514,0.0000000001,0.0759763155,0.0000000001,0.0690800498,0.0000000001,0.6597058034,0.0486511943
47.3278465806,0.1420205487,0.0000000001,0.0755634965,0.0000000001,0.0687403266,0.0000000001,0.6576230836,0.0482792175
47.6927430410,0.1416140163,0.0000000001,0.0751540208,0.0000000001,0.0684032390,0.0000000001,0.6555399148,0.0479100688
48.0604528436,0.1412107269,0.0000000001,0.0747478602,0.0000000001,0.0680687646,0.0000000001,0.6534567180,0.0475437273
48.4309976792,0.1408106538,0.0000000001,0.0743449862,0.0000000001,0.0677368815,0.0000000001,0.6513732863,0.0471801720
48.8043994057,0.1404137701,0.0000000001,0.0739453710,0.0000000001,0.0674075678,0.0000000001,0.6492895185,0.0468193821
49.1806800498,0.1400200495,0.0000000001,0.0735489867,0.0000000001,0.0670808021,0.0000000001,0.6472055028,0.0464613371
49.5598618079,0.1396294658,0.0000000001,0.0731558060,0.0000000001,0.0667565629,0.0000000001,0.6451216259,0.0461060164
49.9419670474,0.1392419930,0.0000000001,0.0727658016,0.0000000001,0.0664348291,0.0000000001,0.6430374508,0.0457533998
50.3270183083,0.1388576055,0.0000000001,0.0723789465,0.0000000001,0.0661155796,0.0000000001,0.6409533877,0.0454034670
50.7150383044,0.1384762776,0.0000000001,0.0719952141,0.0000000001,0.0657987937,0.0000000001,0.6388692941,0.0450561980
51.1060499245,0.1380979843,0.0000000001,0.0716145779,0.0000000001,0.0654844508,0.0000000001,0.6367850927,0.0447115729
51.5000762340,0.1377227002,0.0000000001,0.0712370116,0.0000000001,0.0651725305,0.0000000001,0.6347010024,0.0443695719
51.8971404760,0.1373504008,0.0000000001,0.0708624893,0.0000000001,0.0648630126,0.0000000001,0.6326172034,0.0440301754
52.2972660730,0.1369810613,0.0000000001,0.0704909853,0.0000000001,0.0645558771,0.0000000001,0.6305332925,0.0436933638
52.7004766279,0.1366146573,0.0000000001,0.0701224739,0.0000000001,0.0642511042,0.0000000001,0.6284495868,0.0433591179
53.1067959256,0.1362511647,0.0000000001,0.0697569301,0.0000000001,0.0639486742,0.0000000001,0.6263661742,0.0430274184
53.5162479344,0.1358905595,0.0000000001,0.0693943287,0.0000000001,0.0636485677,0.0000000001,0.6242829779,0.0426982462
53.9288568076,0.1355328179,0.0000000001,0.0690346448,0.0000000001,0.0633507654,0.0000000001,0.6222001166,0.0423715823
54.3446468844,0.1351779165,0.0000000001,0.0686778540,0.0000000001,0.0630552481,0.0000000001,0.6201174846,0.0420474080
54.7636426918,0.1348258317,0.0000000001,0.0683239319,0.0000000001,0.0627619971,0.0000000001,0.6180353014,0.0417257046
55.1858689459,0.1344765406,0.0000000001,0.0679728543,0.0000000001,0.0624709935,0.0000000001,0.6159535251,0.0414064535
55.6113505535,0.1341300201,0.0000000001,0.0676245973,0.0000000001,0.0621822188,0.0000000001,0.6138721525,0.0410896363
56.0401126131,0.1337862476,0.0000000001,0.0672791372,0.0000000001,0.0618956545,0.0000000001,0.6117911685,0.0407752346
56.4721804169,0.1334452005,0.0000000001,0.0669364506,0.0000000001,0.0616112825,0.0000000001,0.6097108208,0.0404632305
56.9075794523,0.1331068564,0.0000000001,0.0665965141,0.0000000001,0.0613290847,0.0000000001,0.6076308132,0.0401536057
57.3463354028,0.1327711932,0.0000000001,0.0662593047,0.0000000001,0.0610490431,0.0000000001,0.6055516321,0.0398463425
57.7884741503,0.1324381890,0.0000000001,0.0659247996,0.0000000001,0.0607711401,0.0000000001,0.6034728612,0.0395414230
58.2340217759,0.1321078220,0.0000000001,0.0655929760,0.0000000001,0.0604953582,0.0000000001,0.6013948723,0.0392388296
58.6830045621,0.1317800706,0.0000000001,0.0652638116,0.0000000001,0.0602216798,0.0000000001,0.5993175291,0.0389385448
59.1354489939,0.1314549133,0.0000000001,0.0649372841,0.0000000001,0.0599500878,0.0000000001,0.5972409601,0.0386405512
59.5913817604,0.1311323292,0.0000000001,0.0646133715,0.0000000001,0.0596805650,0.0000000001,0.5951648651,0.0383448315
60.0508297566,0.1308122970,0.0000000001,0.0642920520,0.0000000001,0.0594130946,0.0000000001,0.5930899776,0.0380513685
60.5138200848,0.1304947959,0.0000000001,0.0639733038,0.0000000001,0.0591476598,0.0000000001,0.5910157555,0.0377601454
60.9803800564,0.1301798054,0.0000000001,0.0636571056,0.0000000001,0.0588842439,0.0000000001,0.5889424184,0.0374711451
61.4505371932,0.1298673049,0.0000000001,0.0633434361,0.0000000001,0.0586228305,0.0000000001,0.5868698958,0.0371843509
61.9243192292,0.1295572742,0.0000000001,0.0630322742,0.0000000001,0.0583634032,0.0000000001,0.5847982861,0.0368997461
62.4017541124,0.1292496930,0.0000000001,0.0627235990,0.0000000001,0.0581059460,0.0000000001,0.5827278821,0.0366173143
62.8828700060,0.1289445415,0.0000000001,0.0624173899,0.0000000001,0.0578504427,0.0000000001,0.5806583825,0.0363370389
63.3676952905,0.1286417999,0.0000000001,0.0621136264,0.0000000001,0.0575968775,0.0000000001,0.5785899819,0.0360589038
63.8562585654,0.1283414485,0.0000000001,0.0618122880,0.0000000001,0.0573452346,0.0000000001,0.5765225486,0.0357828927
64.3485886503,0.1280434679,0.0000000001,0.0615133548,0.0000000001,0.0570954985,0.0000000001,0.5744563448,0.0355089895
64.8447145873,0.1277478389,0.0000000001,0.0612168066,0.0000000001,0.0568476537,0.0000000001,0.5723912527,0.0352371784
65.3446656424,0.1274545423,0.0000000001,0.0609226238,0.0000000001,0.0566016849,0.0000000001,0.5703273920,0.0349674434
65.8484713070,0.1271635592,0.0000000001,0.0606307868,0.0000000001,0.0563575770,0.0000000001,0.5682647351,0.0346997690
66.3561613001,0.1268748707,0.0000000001,0.0603412760,0.0000000001,0.0561153148,0.0000000001,0.5662033988,0.0344341394
66.8677655698,0.1265884584,0.0000000001,0.0600540722,0.0000000001,0.0558748835,0.0000000001,0.5641433454,0.0341705393
67.3833142950,0.1263043037,0.0000000001,0.0597691564,0.0000000001,0.0556362684,0.0000000001,0.5620844925,0.0339089533
67.9028378875,0.1260223882,0.0000000001,0.0594865096,0.0000000001,0.0553994547,0.0000000001,0.5600271497,0.0336493660
68.4263669932,0.1257426940,0.0000000001,0.0592061130,0.0000000001,0.0551644281,0.0000000001,0.5579711418,0.0333917624
68.9539324947,0.1254652028,0.0000000001,0.0589279481,0.0000000001,0.0549311740,0.0000000001,0.5559167223,0.0331361274
69.4855655124,0.1251898971,0.0000000001,0.0586519965,0.0000000001,0.0546996784,0.0000000001,0.5538638497,0.0328824461
70.0212974068,0.1249167589,0.0000000001,0.0583782398,0.0000000001,0.0544699270,0.0000000001,0.5518122987,0.0326307037
70.5611597801,0.1246457708,0.0000000001,0.0581066600,0.0000000001,0.0542419058,0.0000000001,0.5497623935,0.0323808855
71.1051844782,0.1243769155,0.0000000001,0.0578372391,0.0000000001,0.0540156011,0.0000000001,0.5477141855,0.0321329769
71.6534035925,0.1241101756,0.0000000001,0.0575699593,0.0000000001,0.0537909990,0.0000000001,0.5456673402,0.0318869634
72.2058494619,0.1238455340,0.0000000001,0.0573048031,0.0000000001,0.0535680860,0.0000000001,0.5436223028,0.0316428306
72.7625546744,0.1235829739,0.0000000001,0.0570417529,0.0000000001,0.0533468485,0.0000000001,0.5415790025,0.0314005642
73.3235520696,0.1233224784,0.0000000001,0.0567807914,0.0000000001,0.0531272732,0.0000000001,0.5395374467,0.0311601502
73.8888747401,0.1230640308,0.0000000001,0.0565219015,0.0000000001,0.0529093468,0.0000000001,0.5374975925,0.0309215744
74.4585560336,0.1228076147,0.0000000001,0.0562650660,0.0000000001,0.0526930561,0.0000000001,0.5354595042,0.0306848228
75.0326295549,0.1225532136,0.0000000001,0.0560102682,0.0000000001,0.0524783882,0.0000000001,0.5334233225,0.0304498816
75.6111291681,0.1223008112,0.0000000001,0.0557574914,0.0000000001,0.0522653302,0.0000000001,0.5313889796,0.0302167371
76.1940889983,0.1220503916,0.0000000001,0.0555067189,0.0000000001,0.0520538691,0.0000000001,0.5293565197,0.0299853755
76.7815434334,0.1218019387,0.0000000001,0.0552579343,0.0000000001,0.0518439924,0.0000000001,0.5273260785,0.0297557834
77.3735271270,0.1215554367,0.0000000001,0.0550111213,0.0000000001,0.0516356875,0.0000000001,0.5252975918,0.0295279473
77.9700749993,0.1213108698,0.0000000001,0.0547662638,0.0000000001,0.0514289419,0.0000000001,0.5232711095,0.0293018539
78.5712222401,0.1210682226,0.0000000001,0.0545233457,0.0000000001,0.0512237433,0.0000000001,0.5212465810,0.0290774898
79.1770043105,0.1208274795,0.0000000001,0.0542823513,0.0000000001,0.0510200793,0.0000000001,0.5192242809,0.0288548420
79.7874569447,0.1205886253,0.0000000001,0.0540432647,0.0000000001,0.0508179380,0.0000000001,0.5172040085,0.0286338973
80.4026161529,0.1203516448,0.0000000001,0.0538060704,0.0000000001,0.0506173072,0.0000000001,0.5151859000,0.0284146429
81.0225182225,0.1201165229,0.0000000001,0.0535707529,0.0000000001,0.0504181751,0.0000000001,0.5131699175,0.0281970658
81.6471997208,0.1198832447,0.0000000001,0.0533372968,0.0000000001,0.0502205298,0.0000000001,0.5111563426,0.0279811533
82.2766974971,0.1196517953,0.0000000001,0.0531056871,0.0000000001,0.0500243595,0.0000000001,0.5091448189,0.0277668927
82.9110486849,0.1194221602,0.0000000001,0.0528759085,0.0000000001,0.0498296528,0.0000000001,0.5071357727,0.0275542715
83.5502907037,0.1191943248,0.0000000001,0.0526479463,0.0000000001,0.0496363980,0.0000000001,0.5051288504,0.0273432772
84.1944612618,0.1189682746,0.0000000001,0.0524217855,0.0000000001,0.0494445837,0.0000000001,0.5031242821,0.0271338973
84.8435983581,0.1187439953,0.0000000001,0.0521974116,0.0000000001,0.0492541987,0.0000000001,0.5011221029,0.0269261196
85.4977402844,0.1185214728,0.0000000001,0.0519748099,0.0000000001,0.0490652318,0.0000000001,0.4991225389,0.0267199319
86.1569256279,0.1183006929,0.0000000001,0.0517539660,0.0000000001,0.0488776717,0.0000000001,0.4971251462,0.0265153220
